person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,cb_person_codes,x_test_indices,y_test,y_pred
23,124896,MORTGAGE,5.0,VENTURE,14400,10.99,0,0.12,N,2,1,14707,0,0
23,24000,OWN,7.0,EDUCATION,5000,7.49,0,0.21,N,2,1,14709,0,0
25,125000,MORTGAGE,1.0,EDUCATION,20000,11.71,0,0.16,N,4,1,14711,0,0
25,125000,MORTGAGE,3.0,VENTURE,10000,5.99,0,0.08,N,3,1,14729,0,0
23,125000,MORTGAGE,7.0,EDUCATION,5000,10.99,0,0.04,N,2,1,14731,0,0
26,125000,MORTGAGE,10.0,PERSONAL,10200,7.49,0,0.08,N,4,1,14736,0,0
22,26400,RENT,6.0,EDUCATION,1500,11.11,0,0.06,N,3,1,14737,0,0
24,125000,MORTGAGE,9.0,DEBTCONSOLIDATION,25000,10.0,0,0.2,N,2,1,14740,0,0
25,53000,RENT,5.0,EDUCATION,15000,14.27,0,0.28,Y,2,0,14741,0,0
23,53500,RENT,6.0,EDUCATION,15000,13.47,0,0.28,N,2,1,14747,0,0
25,48000,RENT,9.0,PERSONAL,15000,17.49,1,0.31,Y,3,0,14749,1,1
26,125000,MORTGAGE,3.0,EDUCATION,24000,15.28,0,0.19,Y,4,0,14750,0,0
25,125000,OWN,4.0,VENTURE,12000,7.88,0,0.1,N,3,1,14757,0,0
22,49000,RENT,3.0,MEDICAL,15000,14.61,1,0.31,N,3,1,14759,1,1
24,24000,OWN,4.0,VENTURE,6400,8.88,0,0.27,N,4,1,14763,0,0
22,55000,RENT,1.0,VENTURE,15000,12.84,0,0.27,N,3,1,14764,0,0
21,125000,MORTGAGE,0.0,PERSONAL,10000,7.51,0,0.08,N,2,1,14765,0,0
24,55000,RENT,2.0,PERSONAL,15000,10.99,0,0.27,N,2,1,14766,0,0
22,24000,OWN,2.0,PERSONAL,3000,13.61,0,0.13,N,2,1,14773,0,0
26,125000,MORTGAGE,6.0,HOMEIMPROVEMENT,16000,8.94,0,0.13,N,4,1,14774,0,0
25,125000,MORTGAGE,5.0,HOMEIMPROVEMENT,12000,10.99,0,0.1,Y,3,0,14784,0,0
22,24000,OWN,3.0,EDUCATION,6000,11.49,0,0.25,N,4,1,14788,0,0
25,126000,MORTGAGE,9.0,VENTURE,10200,10.99,0,0.08,N,4,1,14794,0,0
26,24000,OWN,0.0,MEDICAL,2500,11.83,0,0.1,N,4,1,14802,0,0
26,126000,MORTGAGE,4.0,HOMEIMPROVEMENT,7500,13.92,0,0.06,N,3,1,14803,0,0
23,59880,RENT,0.0,MEDICAL,15000,10.99,0,0.25,N,4,1,14804,0,0
22,60000,RENT,0.0,MEDICAL,15000,11.71,0,0.25,N,4,1,14806,0,0
23,128000,MORTGAGE,4.0,EDUCATION,4800,12.99,0,0.04,Y,2,0,14825,0,0
23,128000,MORTGAGE,7.0,VENTURE,3000,14.72,0,0.02,Y,4,0,14828,0,0
22,128474,MORTGAGE,6.0,DEBTCONSOLIDATION,30000,7.29,0,0.23,N,2,1,14829,0,0
22,60000,RENT,0.0,EDUCATION,15000,11.71,0,0.25,N,3,1,14832,0,0
23,129996,MORTGAGE,2.0,VENTURE,30000,11.11,0,0.23,N,4,1,14835,0,0
25,129996,MORTGAGE,9.0,VENTURE,7500,11.86,0,0.06,N,3,1,14836,0,0
22,130000,MORTGAGE,6.0,PERSONAL,3000,13.49,0,0.02,N,2,1,14840,0,0
22,60000,RENT,6.0,MEDICAL,15000,13.35,0,0.25,Y,3,0,14845,0,0
25,130000,MORTGAGE,9.0,HOMEIMPROVEMENT,35000,10.99,0,0.27,N,3,1,14851,0,0
24,60000,RENT,7.0,HOMEIMPROVEMENT,15000,13.85,0,0.25,Y,2,0,14854,0,0
26,130000,MORTGAGE,3.0,MEDICAL,8600,5.99,0,0.07,N,3,1,14856,0,0
24,100300,MORTGAGE,2.0,MEDICAL,30000,14.91,1,0.25,Y,3,0,14872,1,1
24,130000,MORTGAGE,4.0,HOMEIMPROVEMENT,25000,10.74,0,0.19,N,3,1,14874,0,0
24,130000,MORTGAGE,8.0,PERSONAL,13000,13.61,0,0.1,N,4,1,14883,0,0
23,130000,MORTGAGE,2.0,PERSONAL,10000,11.36,0,0.08,N,3,1,14889,0,0
24,130000,MORTGAGE,0.0,HOMEIMPROVEMENT,15000,14.26,0,0.12,Y,4,0,14894,0,0
25,62280,RENT,3.0,EDUCATION,15000,8.94,0,0.24,N,4,1,14896,0,0
23,130000,OWN,7.0,VENTURE,22600,14.96,0,0.17,Y,2,0,14898,0,0
23,130208,MORTGAGE,7.0,DEBTCONSOLIDATION,20000,12.73,0,0.15,Y,4,0,14916,0,0
24,131004,MORTGAGE,8.0,PERSONAL,24000,7.49,0,0.18,N,4,1,14922,0,0
24,59000,RENT,5.0,EDUCATION,15000,14.79,1,0.25,Y,3,0,14926,1,1
23,120000,MORTGAGE,7.0,HOMEIMPROVEMENT,8000,10.99,1,0.07,Y,2,0,14933,1,1
26,65000,RENT,5.0,HOMEIMPROVEMENT,15000,7.66,0,0.23,N,4,1,14934,0,0
22,132000,MORTGAGE,3.0,MEDICAL,10000,7.66,0,0.08,N,2,1,14935,0,0
23,132000,MORTGAGE,3.0,DEBTCONSOLIDATION,9600,7.14,0,0.07,N,3,1,14936,0,0
25,132000,MORTGAGE,1.0,VENTURE,12000,10.99,0,0.09,N,2,1,14940,0,0
23,65000,RENT,0.0,MEDICAL,15000,7.88,0,0.23,N,3,1,14944,0,0
26,132500,MORTGAGE,1.0,HOMEIMPROVEMENT,12000,12.69,0,0.09,N,3,1,14946,0,0
24,103044,MORTGAGE,8.0,MEDICAL,11600,15.05,1,0.1,Y,2,0,14956,1,1
26,135000,MORTGAGE,11.0,EDUCATION,6700,6.03,0,0.05,N,4,1,14969,0,0
24,135000,MORTGAGE,4.0,MEDICAL,25000,7.49,0,0.19,N,2,1,14972,0,0
22,21600,OWN,5.0,PERSONAL,5000,7.9,0,0.23,N,3,1,14977,0,0
24,135000,MORTGAGE,8.0,EDUCATION,12000,9.38,0,0.09,N,2,1,14998,0,0
21,70000,RENT,5.0,EDUCATION,15000,10.99,0,0.21,Y,3,0,15000,0,0
26,137000,MORTGAGE,3.0,EDUCATION,21500,6.62,0,0.16,N,4,1,15006,0,0
26,138000,MORTGAGE,0.0,DEBTCONSOLIDATION,7500,6.03,0,0.05,N,3,1,15013,0,0
21,70500,RENT,5.0,VENTURE,15000,8.0,0,0.21,N,3,1,15016,0,0
24,138000,OWN,8.0,PERSONAL,16500,6.54,0,0.12,N,3,1,15017,0,0
25,126996,MORTGAGE,8.0,DEBTCONSOLIDATION,5000,12.73,1,0.04,Y,2,0,15022,1,0
23,21000,OWN,2.0,EDUCATION,6000,15.27,0,0.29,N,2,1,15024,0,0
23,140000,OWN,6.0,EDUCATION,16400,15.96,0,0.12,Y,3,0,15027,0,0
21,140000,MORTGAGE,2.0,EDUCATION,18000,7.9,0,0.13,N,4,1,15030,0,0
23,56525,RENT,1.0,MEDICAL,15000,11.48,1,0.23,N,4,1,15044,1,0
23,140000,MORTGAGE,7.0,PERSONAL,6000,13.49,0,0.04,Y,3,0,15045,0,0
23,140000,MORTGAGE,0.0,EDUCATION,3500,5.79,0,0.03,N,3,1,15046,0,0
23,74424,RENT,4.0,EDUCATION,15000,13.47,0,0.2,Y,3,0,15054,0,0
23,140000,MORTGAGE,3.0,PERSONAL,15000,15.58,0,0.11,Y,3,0,15056,0,0
24,140300,MORTGAGE,6.0,DEBTCONSOLIDATION,6000,11.14,0,0.04,N,3,1,15071,0,0
24,141000,MORTGAGE,2.0,EDUCATION,12000,12.53,0,0.09,N,4,1,15075,0,0
26,143375,MORTGAGE,10.0,MEDICAL,12000,7.66,0,0.08,N,3,1,15080,0,0
24,144000,MORTGAGE,4.0,HOMEIMPROVEMENT,14700,7.66,0,0.1,N,3,1,15085,0,0
24,145000,MORTGAGE,0.0,HOMEIMPROVEMENT,7000,10.99,0,0.05,N,3,1,15093,0,0
25,145000,MORTGAGE,3.0,EDUCATION,25000,11.36,0,0.17,N,4,1,15107,0,0
23,145000,OWN,7.0,EDUCATION,20800,11.83,0,0.14,N,4,1,15109,0,0
24,19764,OWN,0.0,VENTURE,4800,13.61,1,0.24,Y,3,0,15118,1,0
25,133900,MORTGAGE,9.0,VENTURE,7500,13.49,1,0.06,Y,2,0,15119,1,0
26,19500,OWN,0.0,PERSONAL,5000,8.0,1,0.26,N,3,1,15121,1,1
25,146990,MORTGAGE,0.0,VENTURE,28000,10.99,0,0.19,N,3,1,15124,0,0
23,147000,MORTGAGE,2.0,MEDICAL,24000,10.99,0,0.16,N,3,1,15125,0,0
23,147000,MORTGAGE,4.0,DEBTCONSOLIDATION,25000,10.25,0,0.17,N,3,1,15127,0,0
21,19200,OWN,0.0,PERSONAL,2400,9.91,0,0.13,N,2,1,15132,0,0
23,75000,RENT,0.0,PERSONAL,15000,13.57,1,0.2,Y,3,0,15135,1,0
25,150000,MORTGAGE,9.0,MEDICAL,20000,14.65,0,0.13,Y,4,0,15142,0,0
25,78000,RENT,4.0,DEBTCONSOLIDATION,15000,10.99,1,0.19,Y,4,0,15143,1,1
23,84000,RENT,0.0,MEDICAL,15000,11.34,0,0.18,N,3,1,15145,0,0
26,84000,RENT,4.0,DEBTCONSOLIDATION,15000,10.14,0,0.18,N,4,1,15146,0,0
25,150000,MORTGAGE,8.0,DEBTCONSOLIDATION,5000,12.99,0,0.03,Y,4,0,15157,0,0
23,85000,RENT,7.0,EDUCATION,15000,14.59,0,0.18,N,4,1,15158,0,0
24,85000,RENT,0.0,MEDICAL,15000,13.11,0,0.18,N,3,1,15159,0,0
25,150000,MORTGAGE,9.0,DEBTCONSOLIDATION,12000,10.99,0,0.08,N,4,1,15165,0,0
23,150000,MORTGAGE,7.0,DEBTCONSOLIDATION,9600,6.92,0,0.06,N,2,1,15168,0,0
22,87800,RENT,3.0,MEDICAL,15000,11.36,0,0.17,N,4,1,15176,0,0
23,150000,MORTGAGE,7.0,MEDICAL,8000,6.91,0,0.05,N,2,1,15178,0,0
25,150000,MORTGAGE,5.0,DEBTCONSOLIDATION,10000,6.54,0,0.07,N,4,1,15181,0,0
24,90000,RENT,8.0,HOMEIMPROVEMENT,15000,17.58,0,0.17,N,3,1,15188,0,0
24,150000,MORTGAGE,3.0,MEDICAL,15000,10.99,0,0.1,N,2,1,15189,0,0
22,90000,RENT,5.0,MEDICAL,15000,11.49,0,0.17,N,4,1,15190,0,0
25,150000,MORTGAGE,7.0,HOMEIMPROVEMENT,22000,10.38,0,0.15,N,4,1,15191,0,0
24,150000,MORTGAGE,8.0,VENTURE,24000,10.99,0,0.16,N,3,1,15192,0,0
26,150000,OWN,6.0,EDUCATION,7000,14.96,0,0.05,Y,4,0,15200,0,0
25,79000,RENT,5.0,EDUCATION,15000,12.18,1,0.19,N,3,1,15204,1,0
26,138000,MORTGAGE,4.0,EDUCATION,18000,16.4,1,0.13,N,3,1,15211,1,0
21,150075,OWN,0.0,VENTURE,25000,7.49,0,0.17,N,2,1,15214,0,0
21,151000,MORTGAGE,5.0,VENTURE,8000,11.12,0,0.05,N,2,1,15217,0,0
24,82308,RENT,4.0,HOMEIMPROVEMENT,15125,10.36,0,0.18,N,4,1,15219,0,0
25,154000,MORTGAGE,9.0,DEBTCONSOLIDATION,12000,10.99,0,0.08,N,3,1,15230,0,0
25,154008,MORTGAGE,1.0,DEBTCONSOLIDATION,9600,10.95,0,0.06,N,4,1,15232,0,0
25,155000,MORTGAGE,8.0,PERSONAL,10000,13.06,0,0.06,Y,3,0,15236,0,0
22,28080,RENT,5.0,VENTURE,15250,16.7,1,0.54,N,4,1,15242,1,1
26,156000,MORTGAGE,5.0,PERSONAL,7000,9.91,0,0.04,N,4,1,15253,0,0
24,36000,RENT,6.0,MEDICAL,15250,15.95,1,0.42,Y,2,0,15255,1,1
26,17500,OWN,10.0,PERSONAL,5500,10.99,1,0.31,N,2,1,15257,1,1
24,59000,RENT,7.0,HOMEIMPROVEMENT,15250,14.96,0,0.26,N,4,1,15258,0,1
24,156000,MORTGAGE,6.0,MEDICAL,15000,13.57,0,0.1,Y,4,0,15259,0,0
24,36000,RENT,8.0,VENTURE,15450,13.43,1,0.43,N,2,1,15267,1,1
25,158000,MORTGAGE,10.0,VENTURE,20000,14.26,0,0.13,Y,2,0,15269,0,0
22,160000,OWN,6.0,VENTURE,7000,8.9,0,0.04,N,3,1,15274,0,0
24,41000,RENT,4.0,MEDICAL,15600,12.87,1,0.38,Y,3,0,15277,1,1
22,50000,RENT,7.0,DEBTCONSOLIDATION,15600,12.21,1,0.31,N,4,1,15278,1,1
24,160000,MORTGAGE,8.0,HOMEIMPROVEMENT,20000,19.69,0,0.13,Y,2,0,15280,0,0
23,160000,MORTGAGE,1.0,VENTURE,35000,15.23,0,0.22,Y,2,0,15283,0,0
25,110000,RENT,5.0,HOMEIMPROVEMENT,15600,15.33,0,0.14,Y,4,0,15286,0,0
23,68000,RENT,3.0,MEDICAL,15700,11.49,0,0.23,N,2,1,15292,0,0
26,151900,MORTGAGE,10.0,HOMEIMPROVEMENT,20000,11.26,1,0.13,N,3,1,15296,1,0
24,79500,RENT,8.0,HOMEIMPROVEMENT,16000,11.14,0,0.2,N,4,1,15307,0,0
23,167300,MORTGAGE,1.0,EDUCATION,20000,12.21,0,0.12,N,2,1,15311,0,0
23,168000,MORTGAGE,6.0,PERSONAL,15750,10.75,0,0.09,N,2,1,15312,0,0
26,170000,MORTGAGE,0.0,HOMEIMPROVEMENT,20000,10.37,0,0.12,N,3,1,15318,0,0
26,81000,RENT,7.0,HOMEIMPROVEMENT,16000,13.85,0,0.2,Y,2,0,15320,0,0
25,172000,MORTGAGE,9.0,EDUCATION,12000,11.86,0,0.07,N,4,1,15331,0,0
26,175000,MORTGAGE,7.0,DEBTCONSOLIDATION,30000,10.99,0,0.17,N,2,1,15334,0,0
23,89100,RENT,7.0,PERSONAL,16000,13.92,0,0.18,Y,4,0,15335,0,0
25,180000,MORTGAGE,9.0,HOMEIMPROVEMENT,6000,12.42,0,0.03,N,4,1,15355,0,0
26,71400,RENT,10.0,MEDICAL,16000,10.99,1,0.19,Y,4,0,15356,1,0
26,88000,RENT,0.0,VENTURE,16000,17.88,1,0.18,Y,4,0,15361,1,1
26,180000,MORTGAGE,9.0,VENTURE,9700,13.85,0,0.05,N,4,1,15363,0,0
21,180000,MORTGAGE,0.0,EDUCATION,5000,8.07,0,0.03,N,3,1,15364,0,0
25,181408,MORTGAGE,2.0,MEDICAL,14500,8.88,0,0.08,N,2,1,15368,0,0
24,193000,MORTGAGE,8.0,PERSONAL,10000,13.06,0,0.05,Y,4,0,15381,0,0
25,195054,MORTGAGE,9.0,HOMEIMPROVEMENT,10000,10.59,0,0.05,N,2,1,15384,0,0
23,14400,OWN,7.0,DEBTCONSOLIDATION,3000,14.72,1,0.21,Y,2,0,15388,1,1
24,113000,RENT,3.0,VENTURE,16000,11.99,0,0.14,N,2,1,15394,0,0
25,200000,MORTGAGE,3.0,VENTURE,35000,17.14,0,0.17,Y,3,0,15397,0,0
25,200000,OWN,0.0,HOMEIMPROVEMENT,24000,14.96,0,0.12,Y,3,0,15400,0,0
21,10560,OWN,5.0,VENTURE,1000,10.36,0,0.09,N,4,1,15458,0,0
26,480000,MORTGAGE,2.0,EDUCATION,25000,14.38,0,0.05,N,3,1,15460,0,0
23,30000,RENT,6.0,VENTURE,19750,11.14,1,0.66,N,4,1,15466,1,1
21,9600,RENT,4.0,HOMEIMPROVEMENT,2000,15.99,1,0.21,N,3,1,15469,1,1
21,8004,RENT,4.0,MEDICAL,3000,7.88,1,0.37,N,2,1,15480,1,1
21,8000,RENT,1.0,DEBTCONSOLIDATION,2800,7.4,1,0.35,N,2,1,15481,1,1
22,8000,RENT,0.0,VENTURE,5400,7.75,1,0.68,N,4,1,15483,1,1
26,7904,MORTGAGE,0.0,HOMEIMPROVEMENT,500,10.71,0,0.06,N,3,1,15484,0,0
21,4080,RENT,0.0,EDUCATION,1400,11.86,1,0.34,N,4,1,15497,1,1
23,21600,OWN,0.0,VENTURE,4400,12.53,0,0.2,N,3,1,15499,0,0
26,56100,MORTGAGE,10.0,MEDICAL,16000,10.99,1,0.24,Y,2,0,15500,1,1
22,75000,RENT,0.0,PERSONAL,8000,5.99,0,0.11,N,2,1,15505,0,0
25,80208,MORTGAGE,1.0,MEDICAL,4000,5.42,0,0.05,N,3,1,15506,0,0
26,53000,MORTGAGE,3.0,VENTURE,2800,6.03,0,0.05,N,3,1,15507,0,0
24,69996,RENT,3.0,HOMEIMPROVEMENT,2500,12.53,0,0.04,N,4,1,15509,0,0
25,60000,RENT,3.0,VENTURE,3000,13.47,1,0.05,Y,3,0,15516,1,0
23,50400,RENT,3.0,EDUCATION,5000,10.38,0,0.1,N,2,1,15517,0,0
23,98280,MORTGAGE,7.0,PERSONAL,9400,6.62,0,0.1,N,3,1,15520,0,0
23,90000,MORTGAGE,7.0,EDUCATION,8000,10.36,0,0.09,N,3,1,15521,0,0
25,45000,RENT,4.0,DEBTCONSOLIDATION,15000,10.99,1,0.33,N,2,1,15526,1,1
21,35000,MORTGAGE,5.0,EDUCATION,1500,9.63,0,0.04,N,2,1,15529,0,0
26,42000,RENT,2.0,EDUCATION,4800,14.27,1,0.11,Y,2,0,15532,1,0
25,33000,RENT,1.0,VENTURE,7100,14.65,1,0.22,Y,3,0,15537,1,1
25,216000,MORTGAGE,2.0,HOMEIMPROVEMENT,25000,16.07,0,0.12,N,2,1,15538,0,0
24,45888,RENT,5.0,EDUCATION,9000,5.79,0,0.2,N,4,1,15541,0,0
24,30000,OWN,7.0,HOMEIMPROVEMENT,10000,12.61,0,0.33,Y,2,0,15551,0,0
22,36000,MORTGAGE,6.0,VENTURE,1400,14.84,0,0.04,N,2,1,15553,0,0
23,24000,RENT,4.0,DEBTCONSOLIDATION,5000,6.62,0,0.21,N,2,1,15555,0,0
26,94000,MORTGAGE,1.0,MEDICAL,5000,7.68,0,0.05,N,3,1,15566,0,0
25,37980,MORTGAGE,7.0,PERSONAL,3500,6.03,0,0.09,N,3,1,15590,0,0
25,53000,MORTGAGE,4.0,EDUCATION,6000,6.62,0,0.11,N,2,1,15593,0,0
22,26004,RENT,5.0,VENTURE,4800,10.99,0,0.18,N,3,1,15594,0,0
22,72000,RENT,6.0,EDUCATION,15000,17.19,0,0.21,N,4,1,15599,0,0
25,115000,MORTGAGE,4.0,PERSONAL,20000,6.91,0,0.17,N,4,1,15603,0,0
21,57000,RENT,3.0,VENTURE,3000,5.42,0,0.05,N,2,1,15610,0,0
25,69000,RENT,1.0,PERSONAL,8000,13.99,1,0.12,N,2,1,15612,1,1
22,59000,MORTGAGE,7.0,PERSONAL,4900,15.62,1,0.08,N,3,1,15614,1,1
22,52000,MORTGAGE,5.0,VENTURE,6000,7.9,0,0.12,N,2,1,15621,0,0
25,128500,MORTGAGE,1.0,HOMEIMPROVEMENT,15000,12.53,0,0.12,Y,3,0,15625,0,0
24,36000,RENT,5.0,VENTURE,6000,14.96,0,0.17,N,3,1,15632,0,0
26,39000,RENT,2.0,EDUCATION,8000,6.62,0,0.21,N,2,1,15633,0,0
22,54000,RENT,4.0,EDUCATION,5000,16.35,1,0.09,N,4,1,15639,1,1
22,54000,RENT,4.0,VENTURE,5600,9.63,0,0.1,N,3,1,15644,0,0
23,80196,OWN,2.0,PERSONAL,30000,9.91,0,0.37,N,3,1,15647,0,0
22,55000,RENT,6.0,VENTURE,6000,14.27,0,0.11,N,3,1,15653,0,0
22,29100,RENT,2.0,VENTURE,6250,16.07,1,0.21,N,4,1,15662,1,1
25,155004,MORTGAGE,9.0,DEBTCONSOLIDATION,10500,7.49,0,0.07,N,3,1,15665,0,0
24,46800,MORTGAGE,6.0,DEBTCONSOLIDATION,12000,6.99,0,0.26,N,3,1,15666,0,0
22,25200,RENT,1.0,EDUCATION,4000,10.99,0,0.16,N,3,1,15671,0,0
24,75000,MORTGAGE,5.0,HOMEIMPROVEMENT,12000,5.99,0,0.16,N,4,1,15681,0,0
25,60000,OWN,8.0,VENTURE,14000,11.12,0,0.23,N,2,1,15686,0,0
26,150000,MORTGAGE,3.0,VENTURE,25000,9.99,0,0.17,N,4,1,15694,0,0
23,21000,RENT,2.0,VENTURE,3000,12.68,0,0.14,N,3,1,15695,0,0
22,28000,RENT,6.0,PERSONAL,1000,10.25,1,0.04,N,3,1,15697,1,0
25,120000,RENT,1.0,HOMEIMPROVEMENT,12000,10.99,0,0.1,N,3,1,15699,0,0
21,60000,MORTGAGE,5.0,EDUCATION,6000,6.91,0,0.1,N,2,1,15703,0,0
24,112500,MORTGAGE,3.0,DEBTCONSOLIDATION,8600,13.11,0,0.08,N,4,1,15709,0,0
25,42000,RENT,2.0,VENTURE,10000,14.91,1,0.24,N,2,1,15711,1,1
22,36000,MORTGAGE,0.0,PERSONAL,12375,10.99,0,0.34,N,3,1,15712,0,0
21,46000,RENT,2.0,PERSONAL,5200,17.27,1,0.11,Y,3,0,15714,1,1
22,115000,MORTGAGE,6.0,EDUCATION,12000,5.99,0,0.1,N,3,1,15724,0,0
22,32400,MORTGAGE,1.0,DEBTCONSOLIDATION,5500,10.99,0,0.17,N,2,1,15725,0,0
25,96000,MORTGAGE,6.0,VENTURE,21000,14.65,0,0.22,N,4,1,15727,0,0
24,52728,RENT,4.0,EDUCATION,5000,7.74,0,0.09,N,4,1,15738,0,0
24,82726,MORTGAGE,7.0,HOMEIMPROVEMENT,20000,10.99,0,0.24,N,4,1,15742,0,0
22,80000,MORTGAGE,5.0,VENTURE,9500,11.71,0,0.12,N,3,1,15744,0,0
25,76000,RENT,1.0,EDUCATION,5000,7.9,0,0.07,N,3,1,15750,0,0
25,72000,MORTGAGE,9.0,VENTURE,3200,6.39,0,0.04,N,4,1,15757,0,0
24,64000,MORTGAGE,7.0,DEBTCONSOLIDATION,4000,20.89,1,0.06,Y,2,0,15760,1,1
25,65000,RENT,4.0,HOMEIMPROVEMENT,15000,13.49,0,0.23,Y,3,0,15767,0,0
26,145000,RENT,1.0,DEBTCONSOLIDATION,10000,10.99,0,0.07,N,3,1,15769,0,0
23,21000,OWN,2.0,VENTURE,6000,15.27,0,0.29,N,2,1,15771,0,0
24,46704,RENT,2.0,PERSONAL,9000,11.49,0,0.19,N,3,1,15774,0,0
23,80000,MORTGAGE,1.0,EDUCATION,12000,13.48,0,0.15,Y,4,0,15780,0,0
22,30000,RENT,2.0,DEBTCONSOLIDATION,6000,12.42,0,0.2,N,4,1,15785,0,0
24,70000,OWN,8.0,PERSONAL,24250,12.18,0,0.35,N,2,1,15796,0,0
21,65496,MORTGAGE,3.0,DEBTCONSOLIDATION,13250,10.37,0,0.2,N,4,1,15800,0,0
25,150000,MORTGAGE,9.0,HOMEIMPROVEMENT,20000,8.88,0,0.13,N,4,1,15806,0,0
21,25000,OWN,0.0,EDUCATION,8800,9.33,0,0.35,N,3,1,15809,0,0
24,39000,RENT,8.0,MEDICAL,1500,15.62,0,0.04,Y,3,0,15813,0,0
25,32000,RENT,9.0,MEDICAL,15000,16.45,1,0.47,Y,2,0,15825,1,1
23,80500,RENT,5.0,VENTURE,7200,9.25,0,0.09,N,3,1,15837,0,0
26,130000,RENT,0.0,HOMEIMPROVEMENT,4550,13.57,0,0.04,Y,4,0,15845,0,0
25,48000,MORTGAGE,9.0,EDUCATION,7000,12.09,0,0.15,Y,2,0,15853,0,0
24,40000,RENT,6.0,EDUCATION,5000,6.17,0,0.13,N,2,1,15854,0,0
26,125000,MORTGAGE,10.0,PERSONAL,10200,7.49,0,0.08,N,2,1,15864,0,0
22,35100,RENT,0.0,EDUCATION,1000,13.98,0,0.03,Y,3,0,15868,0,0
25,67000,RENT,3.0,MEDICAL,7000,8.94,0,0.1,N,2,1,15871,0,0
22,23587,RENT,4.0,HOMEIMPROVEMENT,2000,11.89,1,0.08,N,2,1,15888,1,1
22,69500,MORTGAGE,6.0,MEDICAL,6000,13.48,0,0.09,N,3,1,15889,0,0
26,136000,RENT,2.0,HOMEIMPROVEMENT,12000,14.72,0,0.09,Y,3,0,15910,0,0
25,36000,MORTGAGE,3.0,HOMEIMPROVEMENT,7000,12.73,0,0.19,N,4,1,15914,0,0
23,62000,MORTGAGE,7.0,MEDICAL,6400,10.08,0,0.1,N,3,1,15936,0,0
26,122000,MORTGAGE,4.0,DEBTCONSOLIDATION,4800,10.99,0,0.04,Y,2,0,15938,0,0
23,160000,MORTGAGE,5.0,VENTURE,35000,7.66,0,0.22,N,3,1,15940,0,0
22,38400,OWN,5.0,EDUCATION,10000,13.99,0,0.26,N,4,1,15943,0,0
23,28000,RENT,0.0,VENTURE,5000,11.78,0,0.18,N,3,1,15949,0,0
23,13000,RENT,3.0,HOMEIMPROVEMENT,2800,15.21,1,0.22,N,2,1,15953,1,1
24,27600,OWN,8.0,PERSONAL,7000,7.9,0,0.25,N,2,1,15956,0,0
22,32000,RENT,1.0,EDUCATION,5400,16.29,1,0.17,Y,2,0,15965,1,1
25,38400,MORTGAGE,9.0,EDUCATION,12000,10.38,0,0.31,N,3,1,15971,0,0
26,88000,RENT,10.0,PERSONAL,10000,12.69,0,0.11,N,4,1,15980,0,0
23,45600,RENT,4.0,PERSONAL,5000,14.22,0,0.11,Y,4,0,15981,0,0
25,122000,MORTGAGE,9.0,PERSONAL,20000,13.23,0,0.16,N,4,1,15982,0,0
25,50000,OWN,9.0,PERSONAL,9175,19.42,0,0.18,N,4,1,15983,0,0
23,71000,RENT,7.0,PERSONAL,11300,7.49,0,0.16,N,3,1,15984,0,0
25,21500,RENT,2.0,MEDICAL,7500,11.34,1,0.35,Y,3,0,15998,1,1
23,95000,MORTGAGE,1.0,EDUCATION,19800,13.22,1,0.21,Y,4,0,16026,1,0
23,70000,RENT,8.0,VENTURE,6725,6.62,0,0.1,N,2,1,16027,0,0
24,70000,MORTGAGE,2.0,PERSONAL,6000,15.23,0,0.09,Y,2,0,16030,0,0
22,107000,MORTGAGE,6.0,DEBTCONSOLIDATION,35000,16.49,1,0.33,Y,3,0,16031,1,1
25,38496,MORTGAGE,7.0,HOMEIMPROVEMENT,8000,6.03,0,0.21,N,3,1,16033,0,0
22,34000,RENT,1.0,VENTURE,6500,13.22,1,0.19,N,4,1,16039,1,1
23,63402,RENT,3.0,VENTURE,6000,13.22,0,0.09,Y,2,0,16049,0,0
25,100000,RENT,3.0,EDUCATION,12000,9.91,0,0.12,N,2,1,16050,0,0
26,44000,RENT,5.0,MEDICAL,4600,13.99,1,0.1,N,3,1,16054,1,1
23,42000,MORTGAGE,7.0,VENTURE,12000,15.23,0,0.29,Y,3,0,16055,0,0
23,120000,MORTGAGE,7.0,VENTURE,6000,13.06,0,0.05,Y,3,0,16062,0,0
25,21000,RENT,0.0,VENTURE,5175,12.53,0,0.25,N,4,1,16063,0,0
26,75000,MORTGAGE,9.0,MEDICAL,4000,12.99,0,0.05,Y,2,0,16071,0,0
23,72000,RENT,5.0,DEBTCONSOLIDATION,3000,16.89,1,0.04,Y,4,0,16077,1,1
25,19200,RENT,3.0,MEDICAL,5000,10.99,1,0.26,N,2,1,16079,1,1
23,51000,MORTGAGE,6.0,DEBTCONSOLIDATION,17500,14.09,1,0.34,Y,2,0,16084,1,1
24,25344,MORTGAGE,5.0,MEDICAL,4000,16.49,1,0.16,Y,3,0,16089,1,1
23,60000,RENT,8.0,VENTURE,3600,9.99,0,0.06,N,3,1,16095,0,0
24,133000,RENT,5.0,HOMEIMPROVEMENT,17400,11.71,0,0.13,N,3,1,16098,0,0
23,90000,MORTGAGE,1.0,EDUCATION,12000,12.18,0,0.13,N,4,1,16100,0,0
